swap_count,depth,runtime,num_qubits,heuristic,cmap,trials,seed
6127,969,69.15570831298828,100,depth,square_144.txt,20,55302
7384,1162,82.4917562007904,106,depth,square_144.txt,20,4165
8119,1184,97.10904908180237,112,depth,square_144.txt,20,3905
8974,1316,113.50840997695923,118,depth,square_144.txt,20,12280
9999,1338,135.52433013916016,127,depth,square_144.txt,20,28657
66,46,0.10255885124206543,10,critical,ring_127.txt,20,83810
193,94,0.3054230213165283,16,critical,ring_127.txt,20,14592
460,174,0.7646691799163818,22,critical,ring_127.txt,20,3278
928,291,1.434739112854004,28,critical,ring_127.txt,20,97196
1460,340,2.827632188796997,34,critical,ring_127.txt,20,36048
2039,490,3.6722140312194824,40,critical,ring_127.txt,20,32098
2759,551,5.997326135635376,46,critical,ring_127.txt,20,29256
3732,573,9.922311305999756,52,critical,ring_127.txt,20,18289
4805,741,12.305199146270752,58,critical,ring_127.txt,20,96530
6365,977,14.638978958129883,64,critical,ring_127.txt,20,13434
10043,1078,25.086259126663208,70,critical,ring_127.txt,20,88696
8170,846,26.461217164993286,76,critical,ring_127.txt,20,97080
9271,849,34.89822506904602,82,critical,ring_127.txt,20,71482
11354,1146,44.50681495666504,88,critical,ring_127.txt,20,11395
12563,1396,41.616591930389404,94,critical,ring_127.txt,20,77397
15315,1466,53.36983799934387,100,critical,ring_127.txt,20,55302
15258,1363,55.586833000183105,106,critical,ring_127.txt,20,4165
20281,2030,75.14566802978516,112,critical,ring_127.txt,20,3905
18769,1683,78.23393678665161,118,critical,ring_127.txt,20,12280
20710,1533,92.54847812652588,127,critical,ring_127.txt,20,28657
58,59,0.0946660041809082,10,critical,heavy_hex_127.txt,20,83810
163,100,0.22130489349365234,16,critical,heavy_hex_127.txt,20,14592
333,170,0.48897290229797363,22,critical,heavy_hex_127.txt,20,3278
636,254,0.8895280361175537,28,critical,heavy_hex_127.txt,20,97196
949,394,1.5527760982513428,34,critical,heavy_hex_127.txt,20,36048
1397,360,2.595801830291748,40,critical,heavy_hex_127.txt,20,32098
1941,455,3.4310672283172607,46,critical,heavy_hex_127.txt,20,29256
2569,619,4.839356184005737,52,critical,heavy_hex_127.txt,20,18289
3101,754,6.827981948852539,58,critical,heavy_hex_127.txt,20,96530
3670,804,8.647213697433472,64,critical,heavy_hex_127.txt,20,13434
4753,983,11.597226858139038,70,critical,heavy_hex_127.txt,20,88696
5518,967,14.515201091766357,76,critical,heavy_hex_127.txt,20,97080
6858,1147,18.286078929901123,82,critical,heavy_hex_127.txt,20,71482
7153,1197,22.807307958602905,88,critical,heavy_hex_127.txt,20,11395
8454,1267,28.185161113739014,94,critical,heavy_hex_127.txt,20,77397
9801,1370,34.0110878944397,100,critical,heavy_hex_127.txt,20,55302
10960,1599,40.05194401741028,106,critical,heavy_hex_127.txt,20,4165
12792,1798,44.89134120941162,112,critical,heavy_hex_127.txt,20,3905
14164,1717,54.44656777381897,118,critical,heavy_hex_127.txt,20,12280
15771,1989,66.22083926200867,127,critical,heavy_hex_127.txt,20,28657
40,52,0.09342002868652344,10,critical,square_144.txt,20,83810
117,103,0.22986531257629395,16,critical,square_144.txt,20,14592
220,156,0.4863908290863037,22,critical,square_144.txt,20,3278
442,275,0.8763988018035889,28,critical,square_144.txt,20,97196
652,381,1.4423067569732666,34,critical,square_144.txt,20,36048
908,392,2.382050037384033,40,critical,square_144.txt,20,32098
1267,497,3.2469520568847656,46,critical,square_144.txt,20,29256
1616,584,4.893049001693726,52,critical,square_144.txt,20,18289
2117,747,6.259346961975098,58,critical,square_144.txt,20,96530
2567,792,8.702552080154419,64,critical,square_144.txt,20,13434
3072,1005,10.840553283691406,70,critical,square_144.txt,20,88696
3815,1153,14.621800899505615,76,critical,square_144.txt,20,97080
4383,1183,17.06932306289673,82,critical,square_144.txt,20,71482
4820,1182,20.8532612323761,88,critical,square_144.txt,20,11395
5791,1550,24.330275058746338,94,critical,square_144.txt,20,77397
6653,1679,28.09659218788147,100,critical,square_144.txt,20,55302
7693,1674,34.2610969543457,106,critical,square_144.txt,20,4165
8609,1882,40.69795298576355,112,critical,square_144.txt,20,3905
9107,1853,45.446125745773315,118,critical,square_144.txt,20,12280
11509,2423,56.718087911605835,127,critical,square_144.txt,20,28657
